Labdoo ID,Status,Hub,Edoovillage,Country,Serial number,Pick me up,Model,Date created,Wh,Dootrips,Notes
50728,S4,Labdoo Hub Zürich (Schweiz),"Edoovillage #2834 - Uganda, Bugangaizi South: Bukuumi Boys Primary School",Uganda,5CD946CF22,no,HP; HP ProBook 440 G6;,2024-06-10,45.0312,,Collected via: HP (M. Siegenthaler); Collection date: 2023-11-17;
50727,S4,Labdoo Hub Zürich (Schweiz),"Togo, Lome: Des sourires pour le Togo",Togo,JW998S2,no,Dell Inc.; Not Specified; Latitude 7490;,2024-06-10,59.9944,,Donated by: Dupont; Collection date: 2023-08-25;
50726,S4,Labdoo Hub Zürich (Schweiz),"Togo, Lome: Des sourires pour le Togo",Togo,DLW10Z2,no,Dell Inc.; Not Specified; Latitude 7490;,2024-06-10,41.9862,,Donated by: Dupont; Collection date: 2023-08-25;
50725,S4,Labdoo Hub Zürich (Schweiz),"Togo, Lome: Des sourires pour le Togo",Togo,9Q5SPQ2,no,Dell Inc.; Not Specified; Latitude 7480;,2024-06-10,59.9868,,Donated by: Dupont; Collection date: 2023-08-25;
50724,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,R90RX1WQ,no,LENOVO; ThinkPad X1 Yoga 3rd; 20LF000TMZ;,2024-06-10,54.054,,Collection date: 2023-12-13;
50723,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,PF3LG290,no,LENOVO; ThinkPad X1 Yoga Gen 6; 20XY004AMZ;,2024-06-10,57.0416,,Collection date: 2023-12-13;
50722,S4,Labdoo Hub Zürich (Schweiz),"Togo, Lome: Des sourires pour le Togo",Togo,NXM89EZ00535128F143400,no,Acer; V2.21; V5-131;,2024-06-10,0,,Donated by: Hans Rudolf Riner; Collection date: 2023-12-21;
50721,S4,Labdoo Hub Zürich (Schweiz),"Edoovillage #2428 - Cameroon, Mbankomo: Happi Elite English Nursery and Primary School",Cameroon,5CG6362VX6,no,HP; HP ProBook 655 G2;,2024-06-10,47.994,,Collection date: 2024-06-27;
50720,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,PF1RXQ0Z,no,LENOVO; ThinkPad X1 Yoga 4th; 20QF0024MZ;,2024-06-10,50.9894,,Collected via: ADCUMBUM AG; Collection date: 2023-12-13;
50719,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,PF2C02YJ,no,LENOVO; ThinkPad X1 Yoga Gen 5; 20UB0030MZ;,2024-06-10,50.9894,,Collected via: ADCUBUM AG; Donated by: -; Collection date: 2023-12-13;
50718,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,5Q3M8S2,no,Dell Inc.; Not Specified; Latitude 7490;,2024-06-10,41.9862,,Donated by: Dupont; Collection date: 2023-08-25;
50717,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,PF14YS4M,no,LENOVO; ThinkPad X1 Carbon 7th; 20QD003MMZ;,2024-06-10,50.9894,,Collected via: ADCUBUM AG; Collection date: 2023-12-13;
50716,S4,Labdoo Hub Zürich (Schweiz),"Togo, Lome: Des sourires pour le Togo",Togo,LUSFY0D0061202E7332500,no,Acer; V1.04; AOHAPPY2;,2024-06-10,0,,Collected via: Yves Riesen; Collection date: 2023-12-09;
50715,S4,Labdoo Hub Zürich (Schweiz),"Ghana, Cape Coast Ghana: The Laptops will be used to train early years foundation teachers (James Owusu)",Ghana,CND036040Y,no,Hewlett-Packard; HP EliteBook 8540w;,2024-06-10,0.9936,,; Collected via: HP (M.Siegenthaler); Collection date: 2024-08-27;
50714,S4,Labdoo Hub Zürich (Schweiz),"Edoovillage #2428 - Cameroon, Mbankomo: Happi Elite English Nursery and Primary School",Cameroon,5CB2462FPP,no,Hewlett-Packard; A1029D1102; HP ProBook 6570b;,2024-06-10,47.52,,Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50713,S4,Labdoo Hub Zürich (Schweiz),"Ghana, Cape Coast Ghana: The Laptops will be used to train early years foundation teachers (James Owusu)",Ghana,ZP6C93AZ200217,no,"SAMSUNG ELECTRONICS CO., LTD.; Not Applicable; R530/R730;",2024-06-10,0,,Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50712,S4,Labdoo Hub Zürich (Schweiz),"Edoovillage #2428 - Cameroon, Mbankomo: Happi Elite English Nursery and Primary School",Cameroon,4CZ14109SB,no,Hewlett-Packard; A0001D02; HP ProBook 6560b;,2024-06-10,55.08,,Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50711,S4,Labdoo Hub Zürich (Schweiz),"Edoovillage #2428 - Cameroon, Mbankomo: Happi Elite English Nursery and Primary School",Cameroon,G3N0CY00M379115,no,ASUSTeK COMPUTER INC.; 1.0; N552VX;,2024-06-10,0,,Collected via: HP (M.Siegenthaler); Collection date: 2024-06-04;
50710,S4,Labdoo Hub Zürich (Schweiz),"Ghana, Cape Coast Ghana: The Laptops will be used to train early years foundation teachers (James Owusu)",Ghana,CNF9243JCM,no,Hewlett-Packard; Rev 1; HP Pavilion dv7 Notebook PC;,2024-06-10,0,,Collected via: HP (M.Siegenthaler=; Collection date: 2024-06-04;
50709,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2024-06-10,0,,"Donated by UNKNOWN, Switzerland (11-JUN-2024) via NAME"
50708,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,PF1RV8DM,no,LENOVO; ThinkPad X1 Yoga 4th; 20QF0024MZ;,2024-06-10,50.9894,,Collection date: 2023-12-13;
50707,S4,Labdoo Hub Zürich (Schweiz),"Togo, Lome: Des sourires pour le Togo",Togo,6Y36TT2,no,Dell Inc.; Not Specified; Latitude 7480;,2024-06-10,41.9862,,Donated by: Dupont; Collection date: 2023-08-25;
50706,S4,Labdoo Hub Zürich (Schweiz),"Togo, Lome: Des sourires pour le Togo",Togo,BLB6TT2,no,Dell Inc.; Not Specified; Latitude 7480;,2024-06-10,41.9862,,Donated by: Dupont; Collection date: 2023-08-25;
50705,S4,Labdoo Hub Zürich (Schweiz),"Togo, Lome: Des sourires pour le Togo",Togo,HND95S2,no,Dell Inc.; Not Specified; Latitude 7480;,2024-06-10,41.9862,,Donated by: Dupont; Collection date: 2023-08-25;
50704,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,5CD7359RS6,no,HP; HP ProBook 470 G4;,2024-06-10,48.0054,,Collected via: Obergericht KT ZH; Collection date: 2024-08-14;
50703,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,PC01X5AY,no,LENOVO; ThinkPad T440s; 20AQ0066MZ;,2024-06-10,46.398,,Donated by: David Schweikert; Collection date: 2024-06-27;
50702,S6,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,FUJITSU SIEMENS Lifebook,2024-06-10,0,,"Donated by UNKNOWN, Switzerland (27-AUG-2024) via HP Schweiz GmbH"
50701,S4,Labdoo Hub Zürich (Schweiz),"Ghana, Cape Coast Ghana: The Laptops will be used to train early years foundation teachers (James Owusu)",Ghana,H14GRQ1,no,Dell Inc.; Not Specified; Dell System Vostro 3750;,2024-06-10,0,,; Collected via: HP (M.Siegenthaler); Collection date: 2024-06-04;
50700,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,CZC1083PJ0,no,Hewlett-Packard; HP EliteBook 8440p;,2024-06-10,55.08,,Collected via: HP(M.Siegenthaler); Collection date: 2023-11-17;
50699,S4,Labdoo Hub Zürich (Schweiz),"Edoovillage #2428 - Cameroon, Mbankomo: Happi Elite English Nursery and Primary School",Cameroon,CNU9183ZL6,no,Hewlett-Packard; F.03; HP ProBook 4515s;,2024-06-10,47.52,,Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50698,S6,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,MEDION Akoya,2024-06-10,0,,"Donated by UNKNOWN, Switzerland (04-JUN-2024) via Ascent Health Services (ASC)"
50697,S6,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,HP Pavilion dv6500,2024-06-10,0,,"Donated by UNKNOWN, Switzerland (04-JUN-2024) via HP Schweiz"
50696,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,PF2CGEQ1,no,LENOVO; ThinkPad X1 Yoga Gen 5; 20UB0030MZ;,2024-06-10,51.0048,,Collection date: 2023-12-13;
50695,S6,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,HP EliteBook 2730p,2024-06-10,0,,"Donated by UNKNOWN, Switzerland (04-JUN-2024) via HP Schweiz GmbH"
50694,S4,Labdoo Hub Zürich (Schweiz),"Edoovillage #1016 - Kenya, Siaya: Siaya Kenya Children Foundation - SKCF",Kenya,PF1S844H,no,LENOVO; ThinkPad X1 Yoga 4th; 20QF0024MZ;,2024-06-10,50.9894,,Collected via: ADCUBUM AG; Collection date: 2023-12-13;
50693,S4,Labdoo Hub Zürich (Schweiz),"Togo, Lome: Des sourires pour le Togo",Togo,PF3LNK5B,no,LENOVO; ThinkPad X1 Yoga Gen 6; 20XY0043MZ;,2024-06-10,57.0416,,Collected via: ADCUBUM AG; Collection date: 2023-12-13;
50692,S4,Labdoo Hub Zürich (Schweiz),"Edoovillage #2428 - Cameroon, Mbankomo: Happi Elite English Nursery and Primary School",Cameroon,LXPMQ020120443E2021601,no,Acer; V1.07; Aspire 5942;,2024-06-10,0,,Collection date: 2024-06-27;
50691,S4,Labdoo Hub Zürich (Schweiz),"Ghana, Cape Coast Ghana: The Laptops will be used to train early years foundation teachers (James Owusu)",Ghana,5CD6473J0Q,no,HP; Type1ProductConfigId; HP Pavilion Notebook;,2024-06-10,41.195,,Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50690,S6,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2024-06-10,0,,"Donated by UNKNOWN, Switzerland (27-JUN-2024)"
50689,S4,Labdoo Hub Zürich (Schweiz),"Edoovillage #2428 - Cameroon, Mbankomo: Happi Elite English Nursery and Primary School",Cameroon,NXMYVEZ0095520D9CA7600,no,Acer; V1.16; Aspire E5-532;,2024-06-10,0,,Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50688,S6,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,SONY VAIO,2024-06-10,0,,"Donated by UNKNOWN, Switzerland (04-JUN-2024) via HP Schweiz GmbH"
50687,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,CNU1121ZHB,no,Hewlett-Packard; HP Mini 5103;,2024-06-10,0,,; Collected via: HP (M.Siegenthaler); Collection date: 2024-06-04;
50686,S4,Labdoo Hub Zürich (Schweiz),"Edoovillage #2428 - Cameroon, Mbankomo: Happi Elite English Nursery and Primary School",Cameroon,Z9508654K,no,TOSHIBA; PSLY0E-02V01VS4; Satellite L450;,2024-06-10,59.994,,Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50685,S6,Labdoo Hub Zürich (Schweiz),,Switzerland,CNU8212LJR,no,Hewlett-Packard; F.0B; HP Compaq 6715b (GB834EA#UUZ);,2024-06-10,0,,"Donated by UNKNOWN, Switzerland (04-JUN-2024) via HP Schweiz GmbH"
50684,S4,Labdoo Hub Zürich (Schweiz),"Togo, Lome: Des sourires pour le Togo",Togo,PF3Y8WZ7,no,LENOVO; ThinkPad X1 Yoga Gen 7; 21CD0060MZ;,2024-06-10,57.0416,,; Collected via: ADCUBUM AG; Collection date: 2023-12-13;
50683,S4,Labdoo Hub Zürich (Schweiz),"Togo, Lome: Des sourires pour le Togo",Togo,CNU1272BB6,no,Hewlett-Packard; A0001C02; HP ProBook 6460b;,2024-06-10,55.08,,Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50682,S4,Labdoo Hub Zürich (Schweiz),"Edoovillage #2428 - Cameroon, Mbankomo: Happi Elite English Nursery and Primary School",Cameroon,NXC1FEZ0042220454F1601,no,Packard Bell; V1.07; EasyNote TE11HC;,2024-06-10,0,,Collected via: ASC; Collection date: 2024-06-04;
50681,S6,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,HP Pavilion dv6000,2024-06-10,0,,"Donated by UNKNOWN, Switzerland (04-JUN-2024) via Ascent Health Services"
50680,S4,Labdoo Hub Zürich (Schweiz),"Ghana, Cape Coast Ghana: The Laptops will be used to train early years foundation teachers (James Owusu)",Ghana,CNF00810K8,no,Hewlett-Packard; Rev 1; Compaq Presario CQ71 Notebook PC;,2024-06-10,47.52,,Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50679,S4,Labdoo Hub Zürich (Schweiz),"Edoovillage #2428 - Cameroon, Mbankomo: Happi Elite English Nursery and Primary School",Cameroon,2CE3161N42,no,Hewlett-Packard; 0889120000305920000620100; HP ENVY dv7 Notebook PC;,2024-06-10,61.9824,,; Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50678,S4,Labdoo Hub Zürich (Schweiz),"Edoovillage #2428 - Cameroon, Mbankomo: Happi Elite English Nursery and Primary School",Cameroon,R9L78KC,no,LENOVO; ThinkPad W520; 42844LG;,2024-06-10,84.2292,,Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50677,S4,Labdoo Hub Zürich (Schweiz),"Edoovillage #2823 - Serbia, Rahovice: Shkolla Fillore Selami Hallaci",Serbia,PW047GZR,no,LENOVO; ThinkPad X13 Yoga Gen 3; 21AWCTO1WW;,2024-06-10,52.7916,,; Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50676,S4,Labdoo Hub Zürich (Schweiz),"Ghana, Cape Coast Ghana: The Laptops will be used to train early years foundation teachers (James Owusu)",Ghana,H9N0CX31J680398,no,ASUSTeK COMPUTER INC.; 1.0; X510URR;,2024-06-10,0,,Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50675,S4,Labdoo Hub Zürich (Schweiz),"Edoovillage #2823 - Serbia, Rahovice: Shkolla Fillore Selami Hallaci",Serbia,5CD6480B3W,no,HP; HP ProBook 440; HP ProBook 440 G4;,2024-06-10,48.0054,,Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50674,S4,Labdoo Hub Zürich (Schweiz),"Togo, Lome: Des sourires pour le Togo",Togo,LXBCV02005940061DD2500,no,Packard Bell; v0.3115; DOTMU;,2024-06-10,0,,Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50673,S4,Labdoo Hub Zürich (Schweiz),"Ghana, Cape Coast Ghana: The Laptops will be used to train early years foundation teachers (James Owusu)",Ghana,5CG44143J6,no,Hewlett-Packard; A3009DD10303; HP EliteBook 840 G1;,2024-06-10,50.73,,; Collected via: ?; Collection date: 2024-11-27;
50672,S4,Labdoo Hub Zürich (Schweiz),"Ghana, Cape Coast Ghana: The Laptops will be used to train early years foundation teachers (James Owusu)",Ghana,6B240526K,no,TOSHIBA; PSAY3E-05K00TS4; SATELLITE P755;,2024-06-10,0.23,,Collection date: 2024-06-27;
50671,S6,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,SONY VAIO VGN-N21E,2024-06-10,0,,"Donated by UNKNOWN, Switzerland (04-JUN-2024) via HP Schweiz GmbH"
50670,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,GY0BR3J,no,Dell Inc.; Not Specified; Inspiron 1720;,2024-06-10,50.9934,,Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50669,S4,Labdoo Hub Zürich (Schweiz),"Edoovillage #2428 - Cameroon, Mbankomo: Happi Elite English Nursery and Primary School",Cameroon,LXR97020191072D1831601,no,Acer; V1.03; Aspire 5750;,2024-06-10,0,,Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50668,S4,Labdoo Hub Zürich (Schweiz),"Edoovillage #2428 - Cameroon, Mbankomo: Happi Elite English Nursery and Primary School",Cameroon,5CD50667QK,no,Hewlett-Packard; 0973120000405F10000620180; HP Pavilion 15 Notebook PC;,2024-06-10,41.44,,Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50667,S4,Labdoo Hub Zürich (Schweiz),"Togo, Lome: Des sourires pour le Togo",Togo,7384T3J,no,Dell Inc.; Not Specified; Latitude D630;,2024-06-10,50.9934,,Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50666,S4,Labdoo Hub Zürich (Schweiz),"Togo, Lome: Des sourires pour le Togo",Togo,5CG6436B1W,no,HP; Type1ProductConfigId; HP ENVY Notebook 13-ab0XX;,2024-06-10,57.9768,,Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50665,S4,Labdoo Hub Zürich (Schweiz),"Edoovillage #2823 - Serbia, Rahovice: Shkolla Fillore Selami Hallaci",Serbia,2CE351233Y,no,Hewlett-Packard; A3009DD18303; HP EliteBook Folio 1040 G1;,2024-06-10,42.8349,,Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50664,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,5CD712BRBH,no,HP; HP ProBook 430 G3;,2024-06-10,42.92,,Collected via: HP (M. Siegenhalter); Collection date: 2024-06-04;
50663,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,MP19GZQQ,no,LENOVO; ThinkPad X380 Yoga; 20LH000QMZ;,2024-06-10,50.9949,,Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50662,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,2CE925HJQC,no,Hewlett-Packard; F.13; HP EliteBook 8530p;,2024-06-10,74.88,,Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50661,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,6JQ86S2,no,Dell Inc.; Not Specified; Latitude 7390 2-in-1;,2024-06-10,59.9944,,Donated by: Walter Meier AG; Collection date: 2023-03-22;
50660,S4,Labdoo Hub Zürich (Schweiz),"Edoovillage #2428 - Cameroon, Mbankomo: Happi Elite English Nursery and Primary School",Cameroon,CND6367YFY,no,HP; Type1ProductConfigId; HP 250 G5 Notebook PC;,2024-06-10,31.08,,Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50659,S6,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,TERRA Mobile 8410,2024-06-10,0,,"Donated by UNKNOWN, Switzerland (04-JUN-2024) via HP Schweiz"
50658,S4,Labdoo Hub Zürich (Schweiz),"Edoovillage #2428 - Cameroon, Mbankomo: Happi Elite English Nursery and Primary School",Cameroon,5CG632611D,no,HP; HP EliteBook 850 G3;,2024-06-10,46.5006,,Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50657,S6,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,HP Compaq nx7010,2024-06-10,0,,"Donated by UNKNOWN, Switzerland (04-JUN-2024) via HP Schweiz GmbH"
50656,S4,Labdoo Hub Zürich (Schweiz),"Edoovillage #2823 - Serbia, Rahovice: Shkolla Fillore Selami Hallaci",Serbia,5CD0023CVS,no,HP; Type1ProductConfigId; HP Pavilion Laptop 14-ce3xxx;,2024-06-10,41.7484,,Collection date: 2024-06-27;
50655,S4,Labdoo Hub Zürich (Schweiz),"Togo, Lome: Des sourires pour le Togo",Togo,CND01318R1,no,Hewlett-Packard; HP ProBook 6440b;,2024-06-10,56.61,,Collection date: 2024-06-04;
50654,S6,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,HP,2024-06-10,0,,"Donated by UNKNOWN, Switzerland (04-JUN-2024) via HP Schweiz"
50653,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,2CE3512331,no,Hewlett-Packard; A3009DD18303; HP EliteBook Folio 1040 G1;,2024-06-10,42.8349,,; Collected via: HP (M.Siegenthaler); Collection date: 2024-06-04;
50652,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,CCXC6S2,no,Dell Inc.; Not Specified; Latitude 7390 2-in-1;,2024-06-10,59.9944,,Donated by: Walter Meier AG; Collection date: 2023-03-22;
50651,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,B0LH6S2,no,Dell Inc.; Latitude 7390; Latitude 7390 2-in-1;,2024-06-10,59.9944,,Donated by: Walter Meier AG; Collection date: 2023-03-22;
50650,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,DSJF6S2,no,Dell Inc.; Not Specified; Latitude 7390 2-in-1;,2024-06-10,59.9944,,Donated by: Walter Meier AG; Collection date: 2023-03-22;
50649,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,HPRH6S2,no,Dell Inc.; Not Specified; Latitude 7390 2-in-1;,2024-06-10,59.9944,,Donated by: Walter Meier AG; Collection date: 2023-03-22;
50648,S4,Labdoo Hub Zürich (Schweiz),"Togo, Lome: Des sourires pour le Togo",Togo,CZC10103T8,no,Hewlett-Packard; HP EliteBook 8440p;,2024-06-10,51.84,,Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50647,S4,Labdoo Hub Zürich (Schweiz),"Togo, Lome: Des sourires pour le Togo",Togo,8CG70406HD,no,HP; Type1ProductConfigId; HP Pavilion x360 Convertible;,2024-06-10,41.7484,,Collection date: 2024-06-27;
50646,S4,Labdoo Hub Zürich (Schweiz),"Edoovillage #2823 - Serbia, Rahovice: Shkolla Fillore Selami Hallaci",Serbia,5CG6033DLB,no,Hewlett-Packard; A3009D510203; HP EliteBook 840 G2;,2024-06-10,50.73,,Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50645,S4,Labdoo Hub Zürich (Schweiz),"Edoovillage #2823 - Serbia, Rahovice: Shkolla Fillore Selami Hallaci",Serbia,PF47LJL3,no,LENOVO; Yoga 7 14IAL7; 82QE;,2024-06-10,0,,; Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50644,S1,Labdoo Hub Zürich (Schweiz),,Switzerland,Unknown,no,Unknown,2024-06-10,0,,"Donated by UNKNOWN, Switzerland (11-JUN-2024) via NAME"
50643,S4,Labdoo Hub Zürich (Schweiz),"Edoovillage #2823 - Serbia, Rahovice: Shkolla Fillore Selami Hallaci",Serbia,6ZJ73M2,no,Dell Inc.; Latitude 5480; Latitude 5480;,2024-06-10,68.02,,Collection date: 2024-06-27;
50642,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,8CG01108G3,no,HP; Type1ProductConfigId; HP Pavilion x360 Convertible 14-dh1xxx;,2024-06-10,38.76,,Collected via: HP (M. Siegenthaler); Collection date: 2024-06-04;
50641,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,3JXF6S2,no,Dell Inc.; Not Specified; Latitude 7390 2-in-1;,2024-06-10,59.9944,,Donated by: Walter Maier AG; Collection date: 2023-03-22;
50640,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,FB36FC2,no,Dell Inc.; Not Specified; Latitude E7470;,2024-06-10,54.986,,Collected via: Furrer + Frey AG; Collection date: 2023-07-03;
50639,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,J3ZKJR2,no,Dell Inc.; Latitude 7390; Latitude 7390 2-in-1;,2024-06-10,59.9868,,Donated by: Walter Meier AG; Collection date: 2023-03-22;
50638,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,GRGG6S2,no,Dell Inc.; Latitude 7390; Latitude 7390 2-in-1;,2024-06-10,59.9944,,Donated by: Walter Meier AG; Collection date: 2023-03-22;
50637,S2,Labdoo Hub Zürich (Schweiz),,Switzerland,5GXF6S2,no,Dell Inc.; Not Specified; Latitude 7390 2-in-1;,2024-06-10,59.9944,,Donated by: Walter Meier AG; Collection date: 2023-03-22;
50636,S4,Labdoo Annahmestelle 81541 München: Giesing,"Edoovillage #2317 - Cambodia, Odambang: Förderverein KNGO Germany e.V. unterstützt die NGO KNGO Cambodia",Cambodia,0016J2-SKU1050K1510000062,no,MSI MS16J2,2024-06-09,0,,
50635,S4,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),"Edoovillage #2113 - Ghana, Sekondi: Rev. Fr. W. J.  Griffeon Memorial Catholic Basic school | Ghana Union e.V.",Ghana,74146674254,no,Microsoft Surface Book,2024-06-09,48.84,#000004293,"gespendet von Wolfgang K. aus Königstein, vielen Dank."
50634,S0,Labdoo Annahmestelle 80804 München (Hub),,Germany,R3CN90XH4LS,no,Samsung Z-Fold2 5G,2024-06-09,0,,Donated by Fusion Business Solutions (DE) GmbH Thank you very much for your donation
50633,S0,Labdoo Annahmestelle 80804 München (Hub),,Germany,R3CN90XH4FN,no,Samsung Z-Fold2 5G,2024-06-09,0,,Donated by Fusion Business Solutions (DE) GmbH Thank you very much for your donation
50632,S0,Labdoo Annahmestelle 80804 München (Hub),,Germany,35800711344190,no,Samsung SM-G980FDS,2024-06-09,0,,Donated by Fusion Business Solutions (DE) GmbH Thank you very much for your donation
50631,S0,Labdoo Annahmestelle 80804 München (Hub),,Germany,RF8MC011RQF,no,Samsung SM-G975F,2024-06-09,0,,Donated by Fusion Business Solutions (DE) GmbH Thank you very much for your donation
50630,S0,Labdoo Annahmestelle 80804 München (Hub),,Germany,86655704146587,no,Huawei P30 Pro,2024-06-09,0,,Donated by Fusion Business Solutions (DE) GmbH Thank you very much for your donation
50629,S0,Labdoo Annahmestelle 80804 München (Hub),,Germany,35263060185566,no,Samsung SM-G996B/DS,2024-06-09,0,,Donated by Fusion Business Solutions (DE) GmbH Thank you very much for your donation
50628,S0,Labdoo Annahmestelle 80804 München (Hub),,Germany,RF8KB32M1ND,no,Samsung SM-G965F,2024-06-09,0,,Donated by Fusion Business Solutions (DE) GmbH Thank you very much for your donation
50627,S0,Labdoo Annahmestelle 80804 München (Hub),,Germany,35743951427398,no,Google Pixel 6,2024-06-09,0,,Donated by Fusion Business Solutions (DE) GmbH Thank you very much for your donation
50626,S0,Labdoo Annahmestelle 80804 München (Hub),,Germany,C8TXCLW4JC67,no,iPhone 8 Space Gray 64GB,2024-06-09,0,,Donated by Fusion Business Solutions (DE) GmbH Thank you very much for your donation
50625,S0,Labdoo Annahmestelle 80804 München (Hub),,Germany,DX3Z1BJVKXK7,no,iPhone XR Blue 64 GB,2024-06-09,0,,Donated by Fusion Business Solutions (DE) GmbH Thank you very much for your donation
50624,S0,Labdoo Annahmestelle 80804 München (Hub),,Germany,FD1YP1LXJCLY,no,iPhone 8 Plus Space Gray 64 GB,2024-06-09,0,,Donated by Fusion Business Solutions (DE) GmbH Thank you very much for your donation
50623,S0,Labdoo Annahmestelle 80804 München (Hub),,Germany,FD1YP1LXJCLY,no,iPhone 8 Plus,2024-06-09,0,,Donated by Fusion Business Solutions (DE) GmbH Thank you very much for your donation
50622,S0,Labdoo Annahmestelle 80804 München (Hub),,Germany,C02YX1CWJK7M,no,MacBook Pro  A1932,2024-06-09,0,,Donated by Fusion Business Solutions (DE) GmbH Thank you very much for your donation
50621,S0,Labdoo Annahmestelle 80804 München (Hub),,Germany,C02YX1CWJK7M,no,MacBook Pro  A1932,2024-06-09,0,,Donated by Fusion Business Solutions (DE) GmbH Thank you very much for your donation
50620,S4,Labdoo Annahmestelle 80804 München (Hub),"Edoovillage #2230 - Kenya, Nairobi: Wajukuu Maker Space Project",Kenya,C02DG05TP3YY,no,MacBook Pro A2289,2024-06-09,0,#000004590,Donated by Fusion Business Solutions (DE) GmbH Thank you very much for your donation
50619,S0,Labdoo Annahmestelle 80804 München (Hub),,Germany,C02T52F5GTFM,no,MacBook Pro A1707,2024-06-09,0,,Donated by Fusion Business Solutions (DE) GmbH Thank you very much for your donation
50618,S4,Labdoo Annahmestelle 80804 München (Hub),"Edoovillage #2719 - Germany, München: Schulprojekt Berufsschule Feldkirchen",Germany,5CG8347OVT,no,HP Elitebook,2024-06-09,0,#000004589,Donated by Fusion Business Solutions (DE) GmbH Thank you very much for your donation
50617,S4,Labdoo Annahmestelle 80804 München (Hub),"Edoovillage #2719 - Germany, München: Schulprojekt Berufsschule Feldkirchen",Germany,230Z802,no,Dell Inspiron,2024-06-09,0,#000004589,Donated by Fusion Business Solutions (DE) GmbH Thank you very much for your donation
